,,,,,,,,,,,,,
,,,,,,,,,,,,,
,Tabla.N°:,1.2 ,,,,,,,,,,,
,Nombre de la tabla:,"Población por autoidentificación según cultura y costumbres, según provincia, cantón, parroquia de residencia y sexo al nacer ",,,,,,,,,,,
,Fuente:,VIII Censo de Población y VII de Vivienda ,,,,,,,,,,,
,Elaboración:,Instituto Nacional de Estadística y Censos (INEC) - Componente de Metodología y Análisis – CPV 2022 ,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Índice,"Provincia, cantón, parroquia de residencia y sexo al nacer",,,,Número total de personas ,Autoidentificación según cultura y costumbres,,,,,,,
,,,,,,Indigena,Afroecuatoriano/a o Afrodescendiente,Negra/o,Mulata/o,Montubia/o,Mestiza/o,Blanca/o,Otro
,,,,,,,,,,,,,
,Los Ríos,Ventanas,Zapotal,Mujeres,"9,171",140,30,76,84,"3,204","5,557",78,2
,Los Ríos,Ventanas,Chacarita,Total Chacarita,"3,101",100,12,19,20,964,"1,953",33,
,Los Ríos,Ventanas,Chacarita,Hombres,"1,572",46,8,11,12,499,980,16,
,Los Ríos,Ventanas,Chacarita,Mujeres,"1,529",54,4,8,8,465,973,17,
,Los Ríos,Ventanas,Los Ángeles,Total Los Ángeles,"2,733",152,7,6,8,"1,769",784,7,
,Los Ríos,Ventanas,Los Ángeles,Hombres,"1,332",69,2,3,3,891,361,3,
,Los Ríos,Ventanas,Los Ángeles,Mujeres,"1,401",83,5,3,5,878,423,4,
,Los Ríos,Vinces,Total Vinces,Total Vinces,"80,909",347,248,172,319,"48,692","30,601",521,9
,Los Ríos,Vinces,Total Vinces,Hombres,"40,487",158,117,116,156,"25,108","14,579",248,5
,Los Ríos,Vinces,Total Vinces,Mujeres,"40,422",189,131,56,163,"23,584","16,022",273,4
,Los Ríos,Vinces,Vinces,Total Vinces,"63,527",346,225,146,255,"34,846","27,247",454,8
,Los Ríos,Vinces,Vinces,Hombres,"31,469",157,103,96,126,"17,801","12,965",217,4
,Los Ríos,Vinces,Vinces,Mujeres,"32,058",189,122,50,129,"17,045","14,282",237,4
,Los Ríos,Vinces,Antonio Sotomayor,Total Antonio Sotomayor,"17,382",1,23,26,64,"13,846","3,354",67,1
,Los Ríos,Vinces,Antonio Sotomayor,Hombres,"9,018",1,14,20,30,"7,307","1,614",31,1
,Los Ríos,Vinces,Antonio Sotomayor,Mujeres,"8,364",,9,6,34,"6,539","1,740",36,
,Los Ríos,Palenque,Total Palenque,Total Palenque,"24,838",59,79,73,98,"19,520","4,849",155,5
,Los Ríos,Palenque,Total Palenque,Hombres,"12,718",25,50,43,47,"10,166","2,300",84,3
,Los Ríos,Palenque,Total Palenque,Mujeres,"12,120",34,29,30,51,"9,354","2,549",71,2
,Los Ríos,Palenque,Palenque,Total Palenque,"24,838",59,79,73,98,"19,520","4,849",155,5
,Los Ríos,Palenque,Palenque,Hombres,"12,718",25,50,43,47,"10,166","2,300",84,3
,Los Ríos,Palenque,Palenque,Mujeres,"12,120",34,29,30,51,"9,354","2,549",71,2
,Los Ríos,Buena Fe,Total Buena Fe,Total Buena Fe,"74,410",283,"1,000",839,"1,272","9,997","59,539","1,452",28
,Los Ríos,Buena Fe,Total Buena Fe,Hombres,"36,756",150,533,437,627,"5,117","29,174",701,17
,Los Ríos,Buena Fe,Total Buena Fe,Mujeres,"37,654",133,467,402,645,"4,880","30,365",751,11
,Los Ríos,Buena Fe,San Jacinto de Buena Fe,Total San Jacinto de Buena Fe,"59,559",162,581,508,941,"8,264","47,866","1,209",28
,Los Ríos,Buena Fe,San Jacinto de Buena Fe,Hombres,"29,288",92,300,265,451,"4,227","23,363",573,17
,Los Ríos,Buena Fe,San Jacinto de Buena Fe,Mujeres,"30,271",70,281,243,490,"4,037","24,503",636,11
,Los Ríos,Buena Fe,Patricia Pilar,Total Patricia Pilar,"14,851",121,419,331,331,"1,733","11,673",243,
,Los Ríos,Buena Fe,Patricia Pilar,Hombres,"7,468",58,233,172,176,890,"5,811",128,
,Los Ríos,Buena Fe,Patricia Pilar,Mujeres,"7,383",63,186,159,155,843,"5,862",115,
,Los Ríos,Valencia,Total Valencia,Total Valencia,"51,509",206,329,351,503,"12,160","37,437",504,19
,Los Ríos,Valencia,Total Valencia,Hombres,"25,948",109,177,186,268,"6,363","18,578",256,11
,Los Ríos,Valencia,Total Valencia,Mujeres,"25,561",97,152,165,235,"5,797","18,859",248,8
,Los Ríos,Valencia,Valencia,Total Valencia,"51,509",206,329,351,503,"12,160","37,437",504,19
,Los Ríos,Valencia,Valencia,Hombres,"25,948",109,177,186,268,"6,363","18,578",256,11
,Los Ríos,Valencia,Valencia,Mujeres,"25,561",97,152,165,235,"5,797","18,859",248,8
,Los Ríos,Mocache,Total Mocache,Total Mocache,"42,026",511,128,146,283,"28,866","11,868",220,4
,Los Ríos,Mocache,Total Mocache,Hombres,"21,161",225,69,84,140,"14,751","5,770",120,2
,Los Ríos,Mocache,Total Mocache,Mujeres,"20,865",286,59,62,143,"14,115","6,098",100,2
,Los Ríos,Mocache,Mocache,Total Mocache,"42,026",511,128,146,283,"28,866","11,868",220,4
,Los Ríos,Mocache,Mocache,Hombres,"21,161",225,69,84,140,"14,751","5,770",120,2
,Los Ríos,Mocache,Mocache,Mujeres,"20,865",286,59,62,143,"14,115","6,098",100,2
,Los Ríos,Quinsaloma,Total Quinsaloma,Total Quinsaloma,"19,470",107,52,29,154,"3,068","15,954",104,2
,Los Ríos,Quinsaloma,Total Quinsaloma,Hombres,"9,885",58,24,20,82,"1,650","7,994",55,2
,Los Ríos,Quinsaloma,Total Quinsaloma,Mujeres,"9,585",49,28,9,72,"1,418","7,960",49,
,Los Ríos,Quinsaloma,Quinsaloma,Total Quinsaloma,"19,470",107,52,29,154,"3,068","15,954",104,2
,Los Ríos,Quinsaloma,Quinsaloma,Hombres,"9,885",58,24,20,82,"1,650","7,994",55,2
,Los Ríos,Quinsaloma,Quinsaloma,Mujeres,"9,585",49,28,9,72,"1,418","7,960",49,
,Manabí,Total Manabí,Total Manabí,Total Manabí,"1,592,840","2,928","10,065","6,513","13,075","534,600","1,001,147","22,505","2,007"
,Manabí,Total Manabí,Total Manabí,Hombres,"787,046","1,649","5,338","3,832","6,675","270,532","486,728","11,089","1,203"
,Manabí,Total Manabí,Total Manabí,Mujeres,"805,794","1,279","4,727","2,681","6,400","264,068","514,419","11,416",804
,Manabí,Portoviejo,Total Portoviejo,Total Portoviejo,"322,925",672,"1,840","1,286","1,671","89,071","222,857","5,361",167
,Manabí,Portoviejo,Total Portoviejo,Hombres,"157,943",492,"1,094",872,944,"44,711","107,114","2,601",115
,Manabí,Portoviejo,Total Portoviejo,Mujeres,"164,982",180,746,414,727,"44,360","115,743","2,760",52
,Manabí,Portoviejo,Portoviejo,Total Portoviejo,"252,248",326,"1,240",785,"1,066","60,388","183,671","4,676",96
,Manabí,Portoviejo,Portoviejo,Hombres,"121,429",159,601,426,500,"29,811","87,647","2,228",57
,Manabí,Portoviejo,Portoviejo,Mujeres,"130,819",167,639,359,566,"30,577","96,024","2,448",39
,Manabí,Portoviejo,Abdón Calderón,Total Abdón Calderón,"16,848",6,49,25,51,"8,602","7,965",147,3
,Manabí,Portoviejo,Abdón Calderón,Hombres,"8,400",4,27,14,23,"4,371","3,881",78,2
,Manabí,Portoviejo,Abdón Calderón,Mujeres,"8,448",2,22,11,28,"4,231","4,084",69,1
,Manabí,Portoviejo,Alhajuela,Total Alhajuela,"4,714",,9,18,29,"2,211","2,382",65,
,Manabí,Portoviejo,Alhajuela,Hombres,"2,325",,3,12,7,"1,125","1,143",35,
,Manabí,Portoviejo,Alhajuela,Mujeres,"2,389",,6,6,22,"1,086","1,239",30,
,Manabí,Portoviejo,Crucita,Total Crucita,"16,997",8,69,25,77,"3,114","13,547",122,35
,Manabí,Portoviejo,Crucita,Hombres,"8,526",3,33,12,40,"1,599","6,751",65,23
,Manabí,Portoviejo,Crucita,Mujeres,"8,471",5,36,13,37,"1,515","6,796",57,12
,Manabí,Portoviejo,Pueblo Nuevo,Total Pueblo Nuevo,"4,181",2,27,4,14,"2,385","1,725",24,
,Manabí,Portoviejo,Pueblo Nuevo,Hombres,"2,153",1,13,3,6,"1,241",876,13,
,Manabí,Portoviejo,Pueblo Nuevo,Mujeres,"2,028",1,14,1,8,"1,144",849,11,
,Manabí,Portoviejo,Riochico,Total Riochico,"17,040",326,409,387,383,"7,350","7,951",201,33
,Manabí,Portoviejo,Riochico,Hombres,"9,655",323,394,378,348,"3,996","4,065",118,33
,Manabí,Portoviejo,Riochico,Mujeres,"7,385",3,15,9,35,"3,354","3,886",83,
,Manabí,Portoviejo,San Plácido,Total San Plácido,"8,180",3,30,37,46,"3,791","4,176",97,
,Manabí,Portoviejo,San Plácido,Hombres,"4,067",1,18,25,17,"1,918","2,036",52,
,Manabí,Portoviejo,San Plácido,Mujeres,"4,113",2,12,12,29,"1,873","2,140",45,
,Manabí,Portoviejo,Chirijos,Total Chirijos,"2,717",1,7,5,5,"1,230","1,440",29,
,Manabí,Portoviejo,Chirijos,Hombres,"1,388",1,5,2,3,650,715,12,
,Manabí,Portoviejo,Chirijos,Mujeres,"1,329",,2,3,2,580,725,17,
,Manabí,Bolívar,Total Bolívar,Total Bolívar,"41,827",18,135,94,303,"23,014","17,802",445,16
,Manabí,Bolívar,Total Bolívar,Hombres,"20,556",7,64,50,157,"11,594","8,448",230,6
,Manabí,Bolívar,Total Bolívar,Mujeres,"21,271",11,71,44,146,"11,420","9,354",215,10
,Manabí,Bolívar,Calceta,Total Calceta,"34,702",15,127,74,207,"17,800","16,063",400,16
,Manabí,Bolívar,Calceta,Hombres,"16,937",6,60,42,109,"8,892","7,615",207,6
,Manabí,Bolívar,Calceta,Mujeres,"17,765",9,67,32,98,"8,908","8,448",193,10
,Manabí,Bolívar,Membrillo,Total Membrillo,"3,573",3,5,8,58,"2,784",695,20,
,Manabí,Bolívar,Membrillo,Hombres,"1,851",1,2,3,31,"1,472",330,12,
,Manabí,Bolívar,Membrillo,Mujeres,"1,722",2,3,5,27,"1,312",365,8,
,Manabí,Bolívar,Quiroga,Total Quiroga,"3,552",,3,12,38,"2,430","1,044",25,
,Manabí,Bolívar,Quiroga,Hombres,"1,768",,2,5,17,"1,230",503,11,
,Manabí,Bolívar,Quiroga,Mujeres,"1,784",,1,7,21,"1,200",541,14,
,Manabí,Chone,Total Chone,Total Chone,"128,166",64,332,176,798,"100,984","25,299",504,9
,Manabí,Chone,Total Chone,Hombres,"62,552",29,164,88,378,"49,610","12,044",234,5
,Manabí,Chone,Total Chone,Mujeres,"65,614",35,168,88,420,"51,374","13,255",270,4
,Manabí,Chone,Chone,Total Chone,"76,247",48,113,67,361,"64,271","11,032",351,4
,Manabí,Chone,Chone,Hombres,"36,481",24,59,35,161,"30,952","5,089",159,2
,Manabí,Chone,Chone,Mujeres,"39,766",24,54,32,200,"33,319","5,943",192,2
,Manabí,Chone,Boyacá,Total Boyacá,"4,447",,19,10,23,"2,714","1,674",7,
,Manabí,Chone,Boyacá,Hombres,"2,309",,9,3,13,"1,446",834,4,
,Manabí,Chone,Boyacá,Mujeres,"2,138",,10,7,10,"1,268",840,3,
,Manabí,Chone,Canuto,Total Canuto,"11,134",4,33,8,71,"10,080",915,23,
,Manabí,Chone,Canuto,Hombres,"5,588",2,14,6,42,"5,103",410,11,
,Manabí,Chone,Canuto,Mujeres,"5,546",2,19,2,29,"4,977",505,12,
,Manabí,Chone,Convento,Total Convento,"6,369",3,25,6,72,"3,921","2,315",27,
,Manabí,Chone,Convento,Hombres,"3,217",2,15,3,37,"2,022","1,124",14,
,Manabí,Chone,Convento,Mujeres,"3,152",1,10,3,35,"1,899","1,191",13,
,Manabí,Chone,Chibunga,Total Chibunga,"6,083",2,72,47,80,"3,627","2,239",16,
,Manabí,Chone,Chibunga,Hombres,"3,110",,33,19,31,"1,927","1,091",9,
,Manabí,Chone,Chibunga,Mujeres,"2,973",2,39,28,49,"1,700","1,148",7,
,Manabí,Chone,Eloy Alfaro,Total Eloy Alfaro,"6,566",,7,11,52,"4,121","2,357",18,
,Manabí,Chone,Eloy Alfaro,Hombres,"3,266",,3,7,22,"2,045","1,180",9,
,Manabí,Chone,Eloy Alfaro,Mujeres,"3,300",,4,4,30,"2,076","1,177",9,
,Manabí,Chone,Ricaurte,Total Ricaurte,"7,838",4,41,10,94,"5,145","2,498",41,5
,Manabí,Chone,Ricaurte,Hombres,"3,938",,20,8,45,"2,613","1,230",19,3
,Manabí,Chone,Ricaurte,Mujeres,"3,900",4,21,2,49,"2,532","1,268",22,2
,Manabí,Chone,San Antonio,Total San Antonio,"9,482",3,22,17,45,"7,105","2,269",21,
,Manabí,Chone,San Antonio,Hombres,"4,643",1,11,7,27,"3,502","1,086",9,
,Manabí,Chone,San Antonio,Mujeres,"4,839",2,11,10,18,"3,603","1,183",12,
,Manabí,El Carmen,Total El Carmen,Total El Carmen,"120,936",142,673,424,"1,855","40,038","76,659","1,122",23
,Manabí,El Carmen,Total El Carmen,Hombres,"59,947",67,331,235,929,"20,166","37,648",558,13
,Manabí,El Carmen,Total El Carmen,Mujeres,"60,989",75,342,189,926,"19,872","39,011",564,10
,Manabí,El Carmen,El Carmen,Total El Carmen,"84,141",128,478,309,"1,595","28,580","52,131",900,20
,Manabí,El Carmen,El Carmen,Hombres,"41,156",61,238,166,802,"14,199","25,239",440,11
,Manabí,El Carmen,El Carmen,Mujeres,"42,985",67,240,143,793,"14,381","26,892",460,9
,Manabí,El Carmen,Wilfrido Loor Moreira,Total Wilfrido Loor Moreira,"3,911",6,27,7,38,"1,830","1,980",20,3
,Manabí,El Carmen,Wilfrido Loor Moreira,Hombres,"1,967",3,11,5,19,958,955,14,2
,Manabí,El Carmen,Wilfrido Loor Moreira,Mujeres,"1,944",3,16,2,19,872,"1,025",6,1
,Manabí,El Carmen,San Pedro de Suma,Total San Pedro de Suma,"7,252",3,57,34,92,"1,993","5,020",53,
,Manabí,El Carmen,San Pedro de Suma,Hombres,"3,654",1,29,20,40,"1,006","2,530",28,
,Manabí,El Carmen,San Pedro de Suma,Mujeres,"3,598",2,28,14,52,987,"2,490",25,
,Manabí,El Carmen,Santa María,Total Santa María,"13,668",1,49,36,59,"5,019","8,407",97,
,Manabí,El Carmen,Santa María,Hombres,"7,064",1,23,21,31,"2,654","4,284",50,
,Manabí,El Carmen,Santa María,Mujeres,"6,604",,26,15,28,"2,365","4,123",47,
,Manabí,El Carmen,El Paraíso la 14,Total El Paraíso la 14,"11,964",4,62,38,71,"2,616","9,121",52,
,Manabí,El Carmen,El Paraíso la 14,Hombres,"6,106",1,30,23,37,"1,349","4,640",26,
,Manabí,El Carmen,El Paraíso la 14,Mujeres,"5,858",3,32,15,34,"1,267","4,481",26,
,Manabí,Flavio Alfaro,Total Flavio Alfaro,Total Flavio Alfaro,"26,415",30,493,34,261,"17,527","7,949",119,2
,Manabí,Flavio Alfaro,Total Flavio Alfaro,Hombres,"13,024",17,250,20,128,"8,736","3,805",66,2
,Manabí,Flavio Alfaro,Total Flavio Alfaro,Mujeres,"13,391",13,243,14,133,"8,791","4,144",53,
,Manabí,Flavio Alfaro,Flavio Alfaro,Total Flavio Alfaro,"20,177",21,472,31,173,"13,372","6,008",99,1
,Manabí,Flavio Alfaro,Flavio Alfaro,Hombres,"9,896",12,240,17,88,"6,615","2,869",54,1
,Manabí,Flavio Alfaro,Flavio Alfaro,Mujeres,"10,281",9,232,14,85,"6,757","3,139",45,
,Manabí,Flavio Alfaro,San Francisco de Novillo,Total San Francisco de Novillo,"2,707",3,18,,28,"2,314",342,2,
,Manabí,Flavio Alfaro,San Francisco de Novillo,Hombres,"1,379",2,8,,17,"1,186",164,2,
,Manabí,Flavio Alfaro,San Francisco de Novillo,Mujeres,"1,328",1,10,,11,"1,128",178,,
,Manabí,Flavio Alfaro,Zapallo,Total Zapallo,"3,531",6,3,3,60,"1,841","1,599",18,1
,Manabí,Flavio Alfaro,Zapallo,Hombres,"1,749",3,2,3,23,935,772,10,1
,Manabí,Flavio Alfaro,Zapallo,Mujeres,"1,782",3,1,,37,906,827,8,
,Manabí,Jipijapa,Total Jipijapa,Total Jipijapa,"78,117",147,395,180,311,"19,128","57,129",772,55
,Manabí,Jipijapa,Total Jipijapa,Hombres,"39,164",86,210,116,165,"10,051","28,097",406,33
,Manabí,Jipijapa,Total Jipijapa,Mujeres,"38,953",61,185,64,146,"9,077","29,032",366,22
,Manabí,Jipijapa,Jipijapa,Total Jipijapa,"54,639",134,321,106,217,"10,924","42,381",523,33
,Manabí,Jipijapa,Jipijapa,Hombres,"26,826",82,175,72,115,"5,558","20,536",266,22
,Manabí,Jipijapa,Jipijapa,Mujeres,"27,813",52,146,34,102,"5,366","21,845",257,11
,Manabí,Jipijapa,América,Total América,"3,418",,8,22,24,"1,172","2,149",43,
,Manabí,Jipijapa,América,Hombres,"1,780",,4,19,12,648,"1,075",22,
,Manabí,Jipijapa,América,Mujeres,"1,638",,4,3,12,524,"1,074",21,
,Manabí,Jipijapa,El Anegado,Total El Anegado,"7,020",1,20,,15,"2,202","4,748",34,
,Manabí,Jipijapa,El Anegado,Hombres,"3,709",1,9,,6,"1,225","2,450",18,
,Manabí,Jipijapa,El Anegado,Mujeres,"3,311",,11,,9,977,"2,298",16,
,Manabí,Jipijapa,Julcuy,Total Julcuy,"1,816",,4,7,2,553,"1,237",11,2
,Manabí,Jipijapa,Julcuy,Hombres,942,,2,3,1,300,626,9,1
,Manabí,Jipijapa,Julcuy,Mujeres,874,,2,4,1,253,611,2,1
,Manabí,Jipijapa,La Unión,Total La Unión,"1,747",,8,2,12,928,792,5,
,Manabí,Jipijapa,La Unión,Hombres,915,,3,1,7,489,411,4,
,Manabí,Jipijapa,La Unión,Mujeres,832,,5,1,5,439,381,1,
,Manabí,Jipijapa,Membrillal,Total Membrillal,955,,2,1,5,325,621,1,
,Manabí,Jipijapa,Membrillal,Hombres,520,,2,,3,190,324,1,
,Manabí,Jipijapa,Membrillal,Mujeres,435,,,1,2,135,297,,
,Manabí,Jipijapa,Pedro Pablo Gómez,Total Pedro Pablo Gómez,"4,067",,16,16,9,"1,922","2,046",41,17
,Manabí,Jipijapa,Pedro Pablo Gómez,Hombres,"2,151",,7,5,6,"1,034","1,070",20,9
,Manabí,Jipijapa,Pedro Pablo Gómez,Mujeres,"1,916",,9,11,3,888,976,21,8
,Manabí,Jipijapa,Puerto Cayo,Total Puerto Cayo,"4,455",12,16,26,27,"1,102","3,155",114,3
,Manabí,Jipijapa,Puerto Cayo,Hombres,"2,321",3,8,16,15,607,"1,605",66,1
,Manabí,Jipijapa,Puerto Cayo,Mujeres,"2,134",9,8,10,12,495,"1,550",48,2
,Manabí,Junín,Total Junín,Total Junín,"22,324",10,47,98,115,"11,693","10,136",225,
,Manabí,Junín,Total Junín,Hombres,"11,264",5,28,62,58,"6,037","4,972",102,
,Manabí,Junín,Total Junín,Mujeres,"11,060",5,19,36,57,"5,656","5,164",123,
,Manabí,Junín,Junín,Total Junín,"22,324",10,47,98,115,"11,693","10,136",225,
,Manabí,Junín,Junín,Hombres,"11,264",5,28,62,58,"6,037","4,972",102,
,Manabí,Junín,Junín,Mujeres,"11,060",5,19,36,57,"5,656","5,164",123,
,Manabí,Manta,Total Manta,Total Manta,"271,145",466,"2,588","1,250","1,792","19,947","235,754","8,003","1,345"
,Manabí,Manta,Total Manta,Hombres,"131,534",228,"1,331",710,885,"9,781","113,891","3,927",781
,Manabí,Manta,Total Manta,Mujeres,"139,611",238,"1,257",540,907,"10,166","121,863","4,076",564
,Manabí,Manta,Manta,Total Manta,"261,871",453,"2,483","1,172","1,755","18,616","228,428","7,660","1,304"
,Manabí,Manta,Manta,Hombres,"126,852",223,"1,280",667,869,"9,099","110,208","3,750",756
,Manabí,Manta,Manta,Mujeres,"135,019",230,"1,203",505,886,"9,517","118,220","3,910",548
,Manabí,Manta,San Lorenzo,Total San Lorenzo,"5,444",4,55,32,17,852,"4,286",170,28
,Manabí,Manta,San Lorenzo,Hombres,"2,741",2,25,16,10,432,"2,153",87,16
,Manabí,Manta,San Lorenzo,Mujeres,"2,703",2,30,16,7,420,"2,133",83,12
,Manabí,Manta,Santa Marianita,Total Santa Marianita,"3,830",9,50,46,20,479,"3,040",173,13
,Manabí,Manta,Santa Marianita,Hombres,"1,941",3,26,27,6,250,"1,530",90,9
,Manabí,Manta,Santa Marianita,Mujeres,"1,889",6,24,19,14,229,"1,510",83,4
,Manabí,Montecristi,Total Montecristi,Total Montecristi,"99,937",103,982,383,654,"10,386","85,716","1,643",70
,Manabí,Montecristi,Total Montecristi,Hombres,"48,871",56,509,192,320,"5,232","41,703",814,45
,Manabí,Montecristi,Total Montecristi,Mujeres,"51,066",47,473,191,334,"5,154","44,013",829,25
,Manabí,Montecristi,Montecristi,Total Montecristi,"96,858",103,979,380,652,"10,068","82,970","1,636",70
,Manabí,Montecristi,Montecristi,Hombres,"47,269",56,508,190,320,"5,068","40,271",811,45
,Manabí,Montecristi,Montecristi,Mujeres,"49,589",47,471,190,332,"5,000","42,699",825,25
,Manabí,Montecristi,La Pila,Total La Pila,"3,079",,3,3,2,318,"2,746",7,
,Manabí,Montecristi,La Pila,Hombres,"1,602",,1,2,,164,"1,432",3,
,Manabí,Montecristi,La Pila,Mujeres,"1,477",,2,1,2,154,"1,314",4,
,Manabí,Paján,Total Paján,Total Paján,"41,879",32,94,199,312,"22,156","18,604",480,2
,Manabí,Paján,Total Paján,Hombres,"21,618",12,51,123,171,"11,857","9,147",255,2
,Manabí,Paján,Total Paján,Mujeres,"20,261",20,43,76,141,"10,299","9,457",225,
,Manabí,Paján,Paján,Total Paján,"14,312",15,56,64,172,"6,031","7,749",225,
,Manabí,Paján,Paján,Hombres,"7,161",5,32,44,101,"3,151","3,719",109,
,Manabí,Paján,Paján,Mujeres,"7,151",10,24,20,71,"2,880","4,030",116,
,Manabí,Paján,Campozano,Total Campozano,"8,736",3,18,34,35,"5,363","3,242",41,
,Manabí,Paján,Campozano,Hombres,"4,561",2,8,21,18,"2,861","1,630",21,
,Manabí,Paján,Campozano,Mujeres,"4,175",1,10,13,17,"2,502","1,612",20,
,Manabí,Paján,Cascol,Total Cascol,"8,764",7,4,32,72,"4,325","4,200",122,2
,Manabí,Paján,Cascol,Hombres,"4,616",4,2,20,35,"2,378","2,112",63,2
,Manabí,Paján,Cascol,Mujeres,"4,148",3,2,12,37,"1,947","2,088",59,
,Manabí,Paján,Guale,Total Guale,"4,727",4,11,7,16,"2,909","1,746",34,
,Manabí,Paján,Guale,Hombres,"2,494",,7,3,9,"1,569",882,24,
,Manabí,Paján,Guale,Mujeres,"2,233",4,4,4,7,"1,340",864,10,
,Manabí,Paján,Lascano,Total Lascano,"5,340",3,5,62,17,"3,528","1,667",58,
,Manabí,Paján,Lascano,Hombres,"2,786",1,2,35,8,"1,898",804,38,
,Manabí,Paján,Lascano,Mujeres,"2,554",2,3,27,9,"1,630",863,20,
,Manabí,Pichincha,Total Pichincha,Total Pichincha,"30,380",9,47,69,273,"23,112","6,745",124,1
,Manabí,Pichincha,Total Pichincha,Hombres,"15,454",4,26,38,147,"11,887","3,289",62,1
,Manabí,Pichincha,Total Pichincha,Mujeres,"14,926",5,21,31,126,"11,225","3,456",62,
,Manabí,Pichincha,Pichincha,Total Pichincha,"17,293",2,24,27,154,"12,335","4,679",71,1
,Manabí,Pichincha,Pichincha,Hombres,"8,735",1,11,15,79,"6,326","2,273",29,1
,Manabí,Pichincha,Pichincha,Mujeres,"8,558",1,13,12,75,"6,009","2,406",42,
,Manabí,Pichincha,Barraganete,Total Barraganete,"8,300",2,16,34,89,"6,943","1,176",40,
,Manabí,Pichincha,Barraganete,Hombres,"4,291",1,10,22,53,"3,583",596,26,
,Manabí,Pichincha,Barraganete,Mujeres,"4,009",1,6,12,36,"3,360",580,14,
,Manabí,Pichincha,San Sebastián,Total San Sebastián,"4,787",5,7,8,30,"3,834",890,13,
,Manabí,Pichincha,San Sebastián,Hombres,"2,428",2,5,1,15,"1,978",420,7,
,Manabí,Pichincha,San Sebastián,Mujeres,"2,359",3,2,7,15,"1,856",470,6,
,Manabí,Rocafuerte,Total Rocafuerte,Total Rocafuerte,"42,688",14,98,43,170,"28,588","13,561",213,1
,Manabí,Rocafuerte,Total Rocafuerte,Hombres,"21,347",8,48,25,83,"14,540","6,546",96,1
,Manabí,Rocafuerte,Total Rocafuerte,Mujeres,"21,341",6,50,18,87,"14,048","7,015",117,
,Manabí,Rocafuerte,Rocafuerte,Total Rocafuerte,"42,688",14,98,43,170,"28,588","13,561",213,1
,Manabí,Rocafuerte,Rocafuerte,Hombres,"21,347",8,48,25,83,"14,540","6,546",96,1
,Manabí,Rocafuerte,Rocafuerte,Mujeres,"21,341",6,50,18,87,"14,048","7,015",117,
,Manabí,Santa Ana,Total Santa Ana,Total Santa Ana,"51,462",21,199,142,263,"36,080","14,218",533,6
,Manabí,Santa Ana,Total Santa Ana,Hombres,"25,953",3,99,89,127,"18,435","6,925",269,6
,Manabí,Santa Ana,Total Santa Ana,Mujeres,"25,509",18,100,53,136,"17,645","7,293",264,
,Manabí,Santa Ana,Santa Ana de Vuelta Larga,Total Santa Ana de Vuelta Larga,"24,506",11,110,72,104,"15,117","8,791",296,5
,Manabí,Santa Ana,Santa Ana de Vuelta Larga,Hombres,"12,204",2,54,46,48,"7,605","4,297",147,5
,Manabí,Santa Ana,Santa Ana de Vuelta Larga,Mujeres,"12,302",9,56,26,56,"7,512","4,494",149,
,Manabí,Santa Ana,Ayacucho,Total Ayacucho,"7,934",,19,8,34,"5,898","1,904",71,
,Manabí,Santa Ana,Ayacucho,Hombres,"3,949",,8,3,17,"2,958",925,38,
,Manabí,Santa Ana,Ayacucho,Mujeres,"3,985",,11,5,17,"2,940",979,33,
,Manabí,Santa Ana,Honorato Vásquez,Total Honorato Vásquez,"5,813",5,11,8,29,"4,690","1,040",29,1
,Manabí,Santa Ana,Honorato Vásquez,Hombres,"2,940",,6,6,12,"2,415",485,15,1
,Manabí,Santa Ana,Honorato Vásquez,Mujeres,"2,873",5,5,2,17,"2,275",555,14,
,Manabí,Santa Ana,La Unión,Total La Unión,"7,200",,50,38,53,"5,529","1,427",103,
,Manabí,Santa Ana,La Unión,Hombres,"3,757",,26,25,30,"2,910",715,51,
,Manabí,Santa Ana,La Unión,Mujeres,"3,443",,24,13,23,"2,619",712,52,
,Manabí,Santa Ana,San Pablo,Total San Pablo,"6,009",5,9,16,43,"4,846","1,056",34,
,Manabí,Santa Ana,San Pablo,Hombres,"3,103",1,5,9,20,"2,547",503,18,
,Manabí,Santa Ana,San Pablo,Mujeres,"2,906",4,4,7,23,"2,299",553,16,
,Manabí,Sucre,Total Sucre,Total Sucre,"62,841",86,541,523,654,"11,026","49,029",858,124
,Manabí,Sucre,Total Sucre,Hombres,"31,412",63,309,323,345,"5,699","24,152",439,82
,Manabí,Sucre,Total Sucre,Mujeres,"31,429",23,232,200,309,"5,327","24,877",419,42
,Manabí,Sucre,Bahia de Caráquez,Total Bahia de Caráquez,"27,284",84,382,269,321,"2,846","22,906",449,27
,Manabí,Sucre,Bahia de Caráquez,Hombres,"13,572",61,229,178,178,"1,474","11,198",239,15
,Manabí,Sucre,Bahia de Caráquez,Mujeres,"13,712",23,153,91,143,"1,372","11,708",210,12
,Manabí,Sucre,Charapotó,Total Charapotó,"23,361",1,119,98,126,"5,881","16,752",288,96
,Manabí,Sucre,Charapotó,Hombres,"11,764",1,62,60,68,"3,036","8,326",145,66
,Manabí,Sucre,Charapotó,Mujeres,"11,597",,57,38,58,"2,845","8,426",143,30
